OBJECTID,DruhNehody,HlavniPricina,Zavineni,Datum,Den,DenNoc,Alkohol,Usmrceno,Tezce,Lehce,StavPovrchu,Pocasi,SpecifikaceMista,DruhVozidla,Smyk,Skoda,X,Y,x,y
1904,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/13/2018,Pátek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,150000,16.596611685,49.2205233450001,1847526.3616678973,6312362.76646989
1907,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/13/2018,Pátek,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,10000,16.5742500530001,49.210949816,1845037.0761803554,6310731.260480838
1909,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,4/14/2018,Sobota,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,20000,16.6290876840001,49.2197803030001,1851141.5733395847,6312236.127090826
1916,Havárie,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,4/16/2018,Pondělí,Den,Ne,0,0,1,Mokrý,Déšť,Žádné,Motocykl,Ano,10000,16.6479976800001,49.1954380970001,1853246.6244652064,6308088.447880016
1917,Srážka s chodcem,Nezaviněná řidičem,Chodcem,4/16/2018,Pondělí,Den,Ne,0,0,1,Mokrý,Slabý déšť,Zastávka MHD,Osobní automobil,Ne,30000,16.5953646790001,49.2226704440001,1847387.5455949644,6312728.715144463
1918,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,2/16/2018,Pátek,Den,Nezjišťováno,0,1,0,Rozbředlý sníh,Sněžení,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.612827677,49.196258141,1849331.5176400463,6308228.142308485
1919,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/16/2018,Pondělí,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.6440326860001,49.199247293,1852805.2433521282,6308737.363715796
1920,Srážka s chodcem,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,4/16/2018,Pondělí,Den,Ne,0,1,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,10000,16.6514546880001,49.195641107,1853631.4568354343,6308123.030401239
1921,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/16/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.625039681,49.2014664050001,1850690.951706891,6309115.423726228
1924,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/16/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.611554681,49.190648851,1849189.8083735432,6307272.646469813
1926,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/17/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,5000,16.614073681,49.2014804030001,1849470.2221708524,6309117.80855561
1928,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/17/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,8000,16.585718684,49.2202213250001,1846313.7583433664,6312311.291861565
1929,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/17/2018,Úterý,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.619342686,49.203687519,1850056.7651244397,6309493.841796078
1930,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/17/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.6659306810001,49.2005443630001,1855242.9170049236,6308958.337567741
1933,Srážka s chodcem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/17/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Zastávka MHD,Nákladní automobil,Ne,0,16.6245346810001,49.203960529,1850634.735364043,6309540.356528148
1937,Srážka s chodcem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.594969689,49.2112588950001,1847343.575509294,6310783.92830965
1938,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.592956686,49.2073117050001,1847119.4890403682,6310111.342083041
1939,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/18/2018,Středa,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,70000,16.614302681,49.190454839,1849495.7143342427,6307239.600079716
1940,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,150000,16.6098996800001,49.2084407580001,1849005.5745049655,6310303.722955104
1942,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.6193856790001,49.210895878,1850061.55108331,6310722.069345494
1943,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,30000,16.589388677,49.2268616370001,1846722.3000953433,6313443.1022735955
1944,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,10000,16.545166683,49.19706918,1841799.5302414002,6308366.3050139425
1946,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/18/2018,Středa,Den,Ne,0,0,2,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,30000,16.6228366830001,49.1989862820001,1850445.715091315,6308692.897574758
1950,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/19/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,150000,16.692624682,49.226615628,1858214.4796034733,6313401.168466363
1952,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/19/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,70000,16.5822826780001,49.2002373460001,1845931.2639050887,6308906.032442985
1954,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/19/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,0,16.59577669,49.223328472,1847433.410449683,6312840.8717376
1955,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem nemotorového vozidla,4/19/2018,Čtvrtek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Jízdní kolo,Ne,3000,16.611500682,49.190767857,1849183.7972323613,6307292.917025965
1961,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem nemotorového vozidla,4/20/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Jízdní kolo,Ne,0,16.596637683,49.225798592,1847529.25575202,6313261.900953532
1962,Havárie,Nesprávný způsob jízdy,Řidičem nemotorového vozidla,4/20/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Jízdní kolo,Ne,1000,16.607848571,49.196184316,1848777.2460955197,6308215.566130893
1964,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/20/2018,Pátek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,200000,16.632568689,49.2030674870001,1851529.07704363,6309388.203314223
1965,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/21/2018,Sobota,Noc,Pod vlivem alkoholu,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.6511086890001,49.1912068770001,1853592.9404029406,6307367.696698872
1966,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/19/2018,Čtvrtek,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.615935678,49.191653897,1849677.49872875,6307443.839719069
1968,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/21/2018,Sobota,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.6098696870001,49.192429943,1849002.235699478,6307576.0289202435
1970,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/21/2018,Sobota,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.59696868,49.219950312,1847566.1021695132,6312265.10218157
1971,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/22/2018,Neděle,Noc,Pod vlivem alkoholu,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.6267606870001,49.222249429,1850882.533218466,6312656.956659213
1972,Srážka s pevnou překážkou,Nezaviněná řidičem,Jiné zavinění,4/22/2018,Neděle,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.61536668,49.1979652320001,1849614.1581611268,6308518.952549981
1973,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/22/2018,Neděle,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.6127206830001,49.2042065410001,1849319.6071224525,6309582.271631339
1974,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/23/2018,Pondělí,Den,Ne,0,0,2,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,90000,16.6283896790001,49.2182912370001,1851063.871778413,6311982.345830426
1975,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/23/2018,Pondělí,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.620414684,49.224606534,1850176.0993959296,6313058.713361144
1980,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/23/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Výjezd z parkoviště,"Nezjištěno, řidič ujel",Ne,0,16.655653678,49.1989032750001,1854098.8862640765,6308678.75645376
1987,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/12/2018,Čtvrtek,Den,Nezjišťováno,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,0,16.5986626860001,49.226603626,1847754.678054838,6313399.122654053
1988,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/23/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.62431868,49.2114279,1850610.6902427105,6310812.7273204075
1989,Srážka s tramvají,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/24/2018,Úterý,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,0,16.601323688,49.20004033,1848050.8994424744,6308872.467871812
1993,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/24/2018,Úterý,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.596772048,49.2204864890001,1847544.2131954015,6312356.4849214675
1994,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/23/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Výjezd z parkoviště,"Nezjištěno, řidič ujel",Ne,0,16.619205677,49.201630412,1850041.5133523243,6309143.365525494
1995,Havárie,Nepřiměřená rychlost jízdy,Řidičem nemotorového vozidla,4/24/2018,Úterý,Noc,Pod vlivem alkoholu,0,1,0,"Suchý, neznečištěný",Neztížené,"Most, nadjezd, podjezd, tunel",Jízdní kolo,Ne,0,16.630002679,49.198395254,1851243.4301170586,6308592.210216614
1996,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/25/2018,Středa,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,40000,16.594567682,49.195644111,1847298.8242947592,6308123.542130269
1997,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/25/2018,Středa,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,5000,16.572669686,49.211053888,1844861.1505306456,6310748.994571198
1999,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/25/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6233286840001,49.211595908,1850500.484392105,6310841.3565366585
2002,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/25/2018,Středa,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,1000,16.6372246820001,49.2034715090001,1852047.3798135302,6309457.038757392
2003,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/25/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,25000,16.607122685,49.2153090900001,1848696.440835626,6311474.122022295
2005,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/26/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.624287684,49.201663416,1850607.239783772,6309148.988413418
2006,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/26/2018,Čtvrtek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.5758876800001,49.2088647790001,1845219.3759841025,6310375.973603178
2007,Srážka s chodcem,Nezaviněná řidičem,Chodcem,4/26/2018,Čtvrtek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Zastávka MHD,Tramvaj,Ne,0,16.6079938680001,49.1993812380001,1848793.4204835757,6308760.182834699
2010,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/25/2018,Středa,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6107556810001,49.202026437,1849100.8641004025,6309210.836509736
2011,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/26/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.630643686,49.209932827,1851314.786689895,6310557.965354988
2013,Havárie,Nesprávný způsob jízdy,Řidičem nemotorového vozidla,4/26/2018,Čtvrtek,Den,Ne,0,1,0,"Suchý, neznečištěný",Neztížené,Žádné,Jízdní kolo,Ne,5000,16.636900687,49.201259393,1852011.3128551072,6309080.155316624
2016,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,4/27/2018,Pátek,Noc,Pod vlivem alkoholu,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,120000,16.5549936790001,49.209126788,1842893.4664321495,6310420.618682986
2017,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/26/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6624646880001,49.206565665,1854857.0844290685,6309984.225725948
2018,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/27/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,40000,16.6165826860001,49.191835913,1849749.523329854,6307474.843557997
2019,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/27/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.6250606360001,49.222575804,1850693.284406823,6312712.584494787
2020,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/27/2018,Pátek,Den,Ne,0,0,2,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,90000,16.5540196870001,49.2206693480001,1842785.0421386713,6312387.650521627
2022,Srážka s tramvají,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/27/2018,Pátek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,140000,16.618260686,49.1920709230001,1849936.3174354017,6307514.874340445
2023,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/27/2018,Pátek,Den,Ne,0,1,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,30000,16.571188681,49.2068986840001,1844696.2858081814,6310040.967972103
2025,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/28/2018,Sobota,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.604261685,49.1973051960001,1848377.955772467,6308406.511408756
2026,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/28/2018,Sobota,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,0,16.599475689,49.2071846960001,1847845.1811348072,6310089.701122152
2028,Havárie,Nepřiměřená rychlost jízdy,Řidičem nemotorového vozidla,4/28/2018,Sobota,Den,Pod vlivem alkoholu,0,1,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Jízdní kolo,Ne,1000,16.6434876800001,49.2203863350001,1852744.5735617306,6312339.415208845
2030,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/28/2018,Sobota,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.6041966780001,49.195311089,1848370.7192263305,6308066.812284693
2032,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/29/2018,Neděle,Noc,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Zastávka MHD,Autobus,Ne,80000,16.6020886810001,49.2251785600001,1848136.058073697,6313156.215207956
2033,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/29/2018,Neděle,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,10000,16.604980686,49.192886962,1848457.9945976662,6307653.8770496715
2034,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/29/2018,Neděle,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,30000,16.5942236830001,49.224641541,1847260.5305012465,6313064.680272795
2036,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/30/2018,Pondělí,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.597342677,49.2057306230001,1847607.7353251113,6309841.946759747
2037,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/30/2018,Pondělí,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,50000,16.6291177590001,49.219566242,1851144.9212732685,6312199.644241093
2039,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,4/27/2018,Pátek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.595039678,49.2065276600001,1847351.3666491343,6309977.750176591
2041,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,4/30/2018,Pondělí,Den,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6195306880001,49.1917179050001,1850077.6934113496,6307454.742559239
2042,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,4/30/2018,Pondělí,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,150000,16.5977616820001,49.20260346,1847654.378748354,6309309.145184106
2044,"Srážka s vozidlem zaparkovaným, odstaveným",Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,4/30/2018,Pondělí,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.618027307,49.1991543610001,1849910.3378039591,6308721.531684041
2046,Havárie,Nedání přednosti v jizdě,Řidičem motorového vozidla,5/1/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.593608686,49.1983042460001,1847192.0693483655,6308576.706227116
2048,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,5/1/2018,Úterý,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.607602678,49.2125289580001,1848749.8734119702,6311000.353654068
2049,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem nemotorového vozidla,5/1/2018,Úterý,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,"Most, nadjezd, podjezd, tunel",Jízdní kolo,Ne,2000,16.535355682,49.2209533650001,1840707.3746059078,6312436.05722882
2051,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,5/2/2018,Středa,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,5000,16.6224646810001,49.214347048,1850404.3040181007,6311310.175328266
2052,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,5/2/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.664086675,49.207129695,1855037.643195978,6310080.329563446
2053,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,5/2/2018,Středa,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.604702677,49.205535615,1848427.0467773504,6309808.7205895
2056,Srážka s lesní zvěří,Nezaviněná řidičem,"Lesní zvěří, domácim zvířetem",5/2/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,30000,16.6509526890001,49.209364801,1853575.5745623766,6310461.17516431
2060,Jiný druh nehody,Nesprávný způsob jízdy,Řidičem motorového vozidla,5/3/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,0,16.6461216820001,49.2176652090001,1853037.7893231171,6311875.654269799
2061,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,5/3/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,5000,16.626156677,49.2144950490001,1850815.2951328298,6311335.396758171
2062,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,5/2/2018,Středa,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,5000,16.607033684,49.2174321950001,1848686.533289627,6311835.942928989
2063,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,5/3/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.596360686,49.198656268,1847498.4205870274,6308636.676337368
